HIT_ID,Sentence,Start_Offset,End_Offset,Complex_Phrase,Native_Annotators,Non_Native_Annotators,Total_Annotators
3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",70,77,vaguely,5,8,13
3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",70,98,vaguely Neoclassical-looking,3,1,4
3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",70,104,vaguely Neoclassical-looking robes,0,1,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",78,98,Neoclassical-looking,6,3,9
3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",113,123,surrounded,1,1,2
3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",127,131,lush,2,5,7
3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",127,139,lush flowers,0,2,2
3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",163,168,halos,4,6,10
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",9,18,Universal,0,1,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",19,29,Exhibition,2,2,4
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",39,45,spread,0,1,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",53,64,Mucha style,2,0,2
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",68,83,internationally,1,0,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",95,100,Mucha,1,0,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",123,133,Exposition,1,1,2
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",123,145,Exposition Universelle,2,2,4
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",134,145,Universelle,1,0,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",158,170,contribution,0,1,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",187,196,aesthetic,9,4,13
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",187,203,aesthetic values,3,2,5
3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",218,224,crafts,0,1,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,3,12,decorated,0,2,2
3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,17,39,Bosnia and Herzegovina,1,0,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,28,39,Herzegovina,0,1,1
3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,40,48,Pavilion,3,1,4
3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,53,65,collaborated,10,6,16
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,The roof of the Mudéjar style church features paintings of martyrs of the Order of Saint Dominic .,4,8,roof,0,2,2
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,The roof of the Mudéjar style church features paintings of martyrs of the Order of Saint Dominic .,16,23,Mudéjar,6,1,7
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,The roof of the Mudéjar style church features paintings of martyrs of the Order of Saint Dominic .,16,29,Mudéjar style,0,1,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,The roof of the Mudéjar style church features paintings of martyrs of the Order of Saint Dominic .,37,45,features,1,2,3
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,The roof of the Mudéjar style church features paintings of martyrs of the Order of Saint Dominic .,59,66,martyrs,10,7,17
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,The roof of the Mudéjar style church features paintings of martyrs of the Order of Saint Dominic .,74,96,Order of Saint Dominic,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",19,33,administrative,6,0,6
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",19,39,administrative units,1,1,2
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",80,92,presidential,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",80,102,presidential residence,2,0,2
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",93,102,residence,2,1,3
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",107,116,luxurious,4,5,9
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",107,131,luxurious colonial-style,3,1,4
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",117,131,colonial-style,5,7,12
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .",117,141,colonial-style apartment,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",0,13,Rafael Correa,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",39,50,considering,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",56,73,Carondelet Palace,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",82,90,agencies,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",95,104,Ecuadoran,3,0,3
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",95,114,Ecuadoran heritages,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",105,114,heritages,4,7,11
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",117,124,convert,2,1,3
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",129,141,presidential,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",142,150,compound,3,3,6
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",158,164,museum,2,0,2
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .",165,175,accessible,3,2,5
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"The roof of the nave is composed of a pair and knuckle frame , coated inside by pieces of tracery .",4,20,roof of the nave,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"The roof of the nave is composed of a pair and knuckle frame , coated inside by pieces of tracery .",16,20,nave,4,3,7
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"The roof of the nave is composed of a pair and knuckle frame , coated inside by pieces of tracery .",38,60,pair and knuckle frame,2,1,3
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"The roof of the nave is composed of a pair and knuckle frame , coated inside by pieces of tracery .",47,54,knuckle,4,3,7
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"The roof of the nave is composed of a pair and knuckle frame , coated inside by pieces of tracery .",47,60,knuckle frame,1,6,7
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"The roof of the nave is composed of a pair and knuckle frame , coated inside by pieces of tracery .",63,69,coated,0,2,2
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"The roof of the nave is composed of a pair and knuckle frame , coated inside by pieces of tracery .",80,97,pieces of tracery,2,1,3
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"The roof of the nave is composed of a pair and knuckle frame , coated inside by pieces of tracery .",90,97,tracery,10,9,19
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Carondelet Palace Carondelet Palace ( Spanish : Palacio de Carondelet ) is the seat of government of the Republic of Ecuador , located in the historical center of Quito .",0,10,Carondelet,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Carondelet Palace Carondelet Palace ( Spanish : Palacio de Carondelet ) is the seat of government of the Republic of Ecuador , located in the historical center of Quito .",48,55,Palacio,1,0,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Carondelet Palace Carondelet Palace ( Spanish : Palacio de Carondelet ) is the seat of government of the Republic of Ecuador , located in the historical center of Quito .",87,97,government,2,0,2
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Carondelet Palace Carondelet Palace ( Spanish : Palacio de Carondelet ) is the seat of government of the Republic of Ecuador , located in the historical center of Quito .",142,152,historical,0,1,1
3EAWOID6MTYIMFHO2F1YUV5SHN4V09,"Carondelet Palace Carondelet Palace ( Spanish : Palacio de Carondelet ) is the seat of government of the Republic of Ecuador , located in the historical center of Quito .",142,159,historical center,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilianus ( Latin : Marcus Aemilius Aemilianus Augustus ; c. 207\/213 - 253 ) , also known as Aemilian , was Roman Emperor for three months in 253 .",0,10,Aemilianus,4,3,7
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilianus ( Latin : Marcus Aemilius Aemilianus Augustus ; c. 207\/213 - 253 ) , also known as Aemilian , was Roman Emperor for three months in 253 .",21,56,Marcus Aemilius Aemilianus Augustus,2,0,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilianus ( Latin : Marcus Aemilius Aemilianus Augustus ; c. 207\/213 - 253 ) , also known as Aemilian , was Roman Emperor for three months in 253 .",28,56,Aemilius Aemilianus Augustus,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilianus ( Latin : Marcus Aemilius Aemilianus Augustus ; c. 207\/213 - 253 ) , also known as Aemilian , was Roman Emperor for three months in 253 .",95,103,Aemilian,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilianus ( Latin : Marcus Aemilius Aemilianus Augustus ; c. 207\/213 - 253 ) , also known as Aemilian , was Roman Emperor for three months in 253 .",116,123,Emperor,1,1,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",0,9,Commander,1,1,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",17,24,Moesian,5,2,7
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",17,31,Moesian troops,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",25,31,troops,0,3,3
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",37,45,obtained,4,0,4
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",59,66,victory,1,3,4
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",79,87,invading,2,5,7
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",79,93,invading Goths,0,1,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",88,93,Goths,1,3,4
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Commander of the Moesian troops , he obtained an important victory against the invading Goths and was , for this reason , acclaimed Emperor by his army .",122,131,acclaimed,10,9,19
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .",42,50,defeated,3,3,6
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .",51,58,Emperor,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .",51,77,Emperor Trebonianus Gallus,2,0,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .",59,77,Trebonianus Gallus,2,1,3
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .",136,144,Valerian,0,1,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .",147,157,proclaimed,8,7,15
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .",192,200,Aemilian,2,1,3
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .",215,219,army,0,1,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Emperor Aemilian 's men , fearful of a civil war and Valerian 's larger force , mutinied .",0,16,Emperor Aemilian,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Emperor Aemilian 's men , fearful of a civil war and Valerian 's larger force , mutinied .",26,33,fearful,0,5,5
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Emperor Aemilian 's men , fearful of a civil war and Valerian 's larger force , mutinied .",39,48,civil war,1,1,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Emperor Aemilian 's men , fearful of a civil war and Valerian 's larger force , mutinied .",53,61,Valerian,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Emperor Aemilian 's men , fearful of a civil war and Valerian 's larger force , mutinied .",53,76,Valerian s larger force,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Emperor Aemilian 's men , fearful of a civil war and Valerian 's larger force , mutinied .",80,88,mutinied,9,10,19
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",0,8,Aemilian,3,0,3
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",31,40,Spoletium,2,0,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",48,60,Sanguinarium,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",48,67,Sanguinarium bridge,1,1,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",78,86,Oriculum,2,0,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",91,97,Narnia,1,0,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",100,108,half way,0,1,1
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",117,126,Spoletium,2,0,2
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",144,154,recognized,1,3,4
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",155,163,Valerian,2,1,3
3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW,"Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .",175,182,emperor,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Meatpuppets will be blocked indefinitely , too ... do n't edit on behalf of someone else , no matter how well you may know them .",0,11,Meatpuppets,10,10,20
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Meatpuppets will be blocked indefinitely , too ... do n't edit on behalf of someone else , no matter how well you may know them .",28,40,indefinitely,8,6,14
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Meatpuppets will be blocked indefinitely , too ... do n't edit on behalf of someone else , no matter how well you may know them .",58,62,edit,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Meatpuppets will be blocked indefinitely , too ... do n't edit on behalf of someone else , no matter how well you may know them .",63,75,on behalf of,2,1,3
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Meatpuppets will be blocked indefinitely , too ... do n't edit on behalf of someone else , no matter how well you may know them .",66,72,behalf,1,4,5
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .,0,9,Wikipedia,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .,0,16,Wikipedia policy,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .,10,16,policy,0,1,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .,20,32,open proxies,2,1,3
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .,25,32,proxies,10,10,20
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .,76,93,without exception,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .,84,93,exception,5,5,10
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .,99,109,identified,0,2,2
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",14,23,usernames,4,1,5
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",36,43,conform,2,2,4
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",51,59,username,0,1,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",77,97,blocked indefinitely,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",85,97,indefinitely,3,1,4
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",100,110,regardless,1,7,8
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",100,113,regardless of,1,1,2
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",120,127,editing,1,0,1
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Accounts with usernames that do not conform to the username policy are often blocked indefinitely , regardless of their editing behavior .",128,136,behavior,1,2,3
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Also , if the reviewing administrator concludes that the block was justified , you will not be unblocked unless the reviewing administrator is convinced that you understand what you are blocked for , and that you will not do it again .",14,23,reviewing,1,2,3
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Also , if the reviewing administrator concludes that the block was justified , you will not be unblocked unless the reviewing administrator is convinced that you understand what you are blocked for , and that you will not do it again .",14,37,reviewing administrator,2,0,2
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Also , if the reviewing administrator concludes that the block was justified , you will not be unblocked unless the reviewing administrator is convinced that you understand what you are blocked for , and that you will not do it again .",24,37,administrator,1,1,2
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Also , if the reviewing administrator concludes that the block was justified , you will not be unblocked unless the reviewing administrator is convinced that you understand what you are blocked for , and that you will not do it again .",38,47,concludes,3,0,3
3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS,"Also , if the reviewing administrator concludes that the block was justified , you will not be unblocked unless the reviewing administrator is convinced that you understand what you are blocked for , and that you will not do it again .",67,76,justified,2,1,3
