Unnamed: 0,Complex_Phrase,complex_percentage,frequency,length,aoa
1295,average,0.0,5.16,7,8.9
1296,averaged,20.0,3.85,8,
1297,averaging,0.0,3.73,9,
1298,avert,100.0,3.14,5,10.71
1300,avoid,10.0,4.87,5,8.5
1301,avoiding,10.0,4.07,8,
1302,await,10.0,3.63,5,9.0
1303,awaiting,30.0,3.75,8,
1304,awakened,75.0,3.3,8,
1305,awarded,18.0,4.35,7,
1306,awarding,10.0,3.4,8,
1307,awards,10.0,4.71,6,
1308,awoken,60.0,2.72,6,
1309,axonal,50.0,2.32,6,13.83
1310,backdrop,75.0,3.58,8,9.78
1311,backers,25.0,3.23,7,
1312,backlash,90.0,3.66,8,10.44
1313,backpack,40.0,3.78,8,5.38
1314,bagged,100.0,3.18,6,
1315,baht,10.0,2.94,4,
1316,bail,30.0,4.01,4,10.16
1317,bailout,83.33333333333333,3.16,7,
1318,baking,20.0,3.92,6,
1319,balconies,10.0,3.04,9,
1320,ballot,23.333333333333332,4.06,6,8.83
1322,ban,20.0,4.55,3,10.11
1323,band,0.0,4.92,4,6.16
1324,banged,90.0,3.42,6,
1325,bar,10.0,4.94,3,6.9
1326,barbed,80.0,3.27,6,10.0
1327,barbs,80.0,2.81,5,
1328,bare,30.0,4.18,4,5.78
1329,barely,50.0,4.49,6,
1330,bark,20.0,3.85,4,5.17
1331,barometer,20.0,3.18,9,11.89
1332,barrage,100.0,3.39,7,10.19
1333,barrier,40.0,4.15,7,9.11
1334,barrister,60.0,3.37,9,15.0
1335,bars,40.0,4.45,4,
1336,basal,20.0,3.4,5,11.42
1337,base,2.0,5.05,4,6.42
1339,based,0.0,5.51,5,
1340,basically,23.333333333333332,4.63,9,
1342,battery,20.0,4.52,7,5.58
1343,battle,10.0,4.94,6,6.95
1344,battles,10.0,4.18,7,
1345,battling,30.0,3.69,8,
1346,bean,10.0,3.98,4,3.42
1347,bears,15.0,4.34,5,
1348,beaten,10.0,4.21,6,
1349,beating,15.0,4.43,7,
1350,bedridden,100.0,2.64,9,11.11
1351,begging,40.0,3.93,7,
1352,behalf,40.0,4.42,6,
1353,behaved,20.0,3.59,7,
1354,behavior,13.333333333333334,4.69,8,7.05
1355,behaviour,36.666666666666664,4.36,9,
1356,beheaded,100.0,3.22,8,
1357,belief,10.0,4.46,6,7.3
1358,believe,10.0,5.51,7,5.78
1359,believed,7.5,4.75,8,
1360,believes,10.0,4.43,8,
1361,belonged,50.0,4.01,8,
1362,beloved,10.0,4.17,7,9.94
1363,benchmark,40.0,3.6,9,12.28
1364,bereaved,100.0,2.9,8,12.05
1365,bespoke,90.0,3.2,7,
1367,beyond,40.0,4.98,6,
1368,bias,40.0,4.18,4,10.71
1369,biblical,20.0,3.92,8,6.9
1370,bid,20.0,4.4,3,9.84
1371,bidder,70.0,3.48,6,9.32
1372,bids,60.0,3.87,4,
1373,bill,10.0,5.15,4,
1374,billed,20.0,3.59,6,
1375,binary,30.0,3.95,6,13.39
1376,bind,10.0,3.75,4,10.24
1377,biodiversity,70.0,3.47,12,14.47
1378,biology,0.0,4.22,7,9.35
1379,biophysicist,90.0,1.49,12,16.79
1380,bishop,0.0,4.38,6,10.5
1381,bite,10.0,4.31,4,3.58
1382,biting,10.0,3.77,6,
1383,blame,40.0,4.63,5,6.48
1384,blamed,20.0,3.9,6,
1385,blames,25.0,3.55,6,
1386,blast,25.0,4.32,5,7.06
1387,blasts,20.0,3.49,6,
1388,bleeding,50.0,4.08,8,
1389,blessing,90.0,4.06,8,7.63
1390,blew,30.0,4.12,4,
1391,blind,20.0,4.52,5,7.0
1392,bloc,40.0,3.6,4,
1393,block,10.0,4.88,5,4.79
1394,blocked,12.0,4.31,7,
1395,blog,0.0,4.73,4,16.55
1396,bloodied,20.0,2.75,8,
1397,bloodshed,56.666666666666664,3.29,9,11.44
1398,bloody,0.0,4.28,6,5.83
1399,blow,10.0,4.59,4,4.0
1400,boarded,17.5,3.47,7,
1401,boarding,0.0,3.96,8,9.0
1402,boards,10.0,4.31,6,
1403,bog,80.0,3.34,3,9.37
1404,bold,5.0,4.26,4,9.21
1405,bombardment,83.33333333333333,3.34,11,11.37
1406,bond,10.0,4.59,4,
1407,bonds,17.5,4.27,5,
1408,boom,25.0,4.33,4,5.56
1410,booming,50.0,3.43,7,
1411,boost,36.666666666666664,4.41,5,7.89
1412,boosts,35.0,3.41,6,
1413,border,3.3333333333333335,4.7,6,6.85
1414,borders,5.0,4.26,7,
1415,bore,30.0,3.93,4,
1416,boron,20.0,2.92,5,
1417,borrowing,20.0,3.75,9,
1418,bought,10.0,4.91,6,
1419,bounce,10.0,4.02,6,6.17
1420,bound,60.0,4.46,5,9.0
1421,bounded,40.0,3.5,7,
1422,boycott,60.0,3.81,7,12.79
1423,boycotted,100.0,2.94,9,
1424,brake,30.0,3.95,5,5.95
1425,branch,30.0,4.58,6,5.11
1426,branches,20.0,4.21,8,
1427,brand,10.0,4.83,5,7.72
1428,branding,46.666666666666664,3.77,8,
1429,breach,10.0,4.13,6,11.72
1430,breathe,10.0,4.26,7,4.11
1431,breeches,70.0,2.67,8,
1432,bribes,55.0,3.3,6,
1433,bridges,10.0,4.1,7,
1434,brief,10.0,4.52,5,8.44
1435,briefly,35.0,4.22,7,
1436,brigade,20.0,3.9,7,11.58
1437,brings,10.0,4.61,6,
1438,brink,40.0,3.51,5,10.47
1439,broad,20.0,4.53,5,10.5
1440,broadband,10.0,3.69,9,13.83
1441,broadcast,26.666666666666668,4.39,9,9.3
1442,broadcasting,10.0,4.02,12,9.53
1443,broadcasts,25.0,3.5,10,
1444,broadened,60.0,3.04,9,
1445,broader,10.0,4.01,7,
1446,broke,10.0,4.85,5,
1447,brokered,70.0,2.8,8,
1449,bronze,0.0,4.2,6,10.0
1450,brood,70.0,3.25,5,10.47
1451,broods,100.0,2.41,6,
1452,brought,15.0,5.16,7,
1453,brutal,20.0,4.1,6,10.17
1454,brutally,40.0,3.59,8,
1455,bubble,15.0,4.16,6,3.79
1456,budget,13.333333333333334,4.82,6,10.05
1458,buffer,90.0,3.78,6,12.37
1459,building,10.0,5.29,8,6.16
1460,built,10.0,5.07,5,
1461,bulging,80.0,3.03,7,
1462,bumble,30.0,2.97,6,7.27
1464,buoys,60.0,2.77,5,
1465,bureaucrat,100.0,2.84,10,12.74
1466,burned,0.0,4.31,6,
1467,burnt,20.0,4.03,5,
1469,burst,20.0,4.15,5,7.72
1470,bursting,80.0,3.49,8,
1471,buses,10.0,4.02,5,
1472,businesslike,30.0,2.34,12,10.55
1473,bust,10.0,4.04,4,9.23
1474,butcher,70.0,3.75,7,7.9
1475,cabinet,8.0,4.49,7,6.06
1476,cacao,0.0,2.86,5,
1478,calm,16.666666666666668,4.54,4,6.26
1479,campaign,36.25,5.0,8,12.55
1481,campaigning,20.0,3.62,11,
1482,campus,10.0,4.51,6,10.84
1483,canceled,15.0,3.9,8,
1484,candidacy,60.0,3.41,9,12.29
1485,candidate,5.0,4.66,9,10.39
1486,candidates,6.0,4.56,10,
1487,cane,10.0,3.76,4,5.74
1488,canopy,100.0,3.52,6,9.82
1489,cantata,0.0,2.44,7,14.33
1490,capabilities,0.0,4.11,12,
1491,capable,5.0,4.61,7,9.16
1492,capacity,6.666666666666667,4.71,8,9.83
1493,capital,2.2222222222222223,5.01,7,8.1
1494,caption,10.0,3.72,7,8.94
1495,capture,30.0,4.42,7,6.39
1496,captured,40.0,4.44,8,
1497,capturing,10.0,3.76,9,
1498,career,10.0,5.07,6,9.95
1499,caring,10.0,4.2,6,
1500,carnage,90.0,3.3,7,12.5
1501,carriers,5.0,4.02,8,
1502,carve,80.0,3.41,5,6.35
1503,carved,20.0,3.88,6,
1504,casino,20.0,4.16,6,9.58
1505,casinos,10.0,3.47,7,
1506,cast,50.0,4.79,4,7.24
1507,casts,40.0,3.58,5,
1508,casualties,70.0,3.93,10,
1509,catch,20.0,4.87,5,4.61
1510,cathode,90.0,3.03,7,14.6
1511,caused,10.0,4.88,6,
1512,caution,0.0,3.97,7,6.22
1513,cavalryman,100.0,2.09,10,9.5
1514,cease,70.0,4.03,5,9.26
1516,ceased,60.0,3.81,6,
1517,ceasefire,68.33333333333333,3.32,9,11.57
1518,celebrate,0.0,4.49,9,6.21
1519,celebrated,20.0,4.24,10,
1520,cementing,65.0,2.81,9,
1521,cemetery,20.0,4.06,8,7.78
1522,central,0.0,5.12,7,8.0
1525,century,0.0,5.02,7,7.0
1526,ceramics,0.0,3.44,8,9.5
1527,ceremonially,90.0,2.11,12,
1528,ceremony,24.444444444444443,4.42,8,7.11
1529,chains,20.0,4.11,6,
1530,challenge,20.0,4.88,9,7.55
1531,challenged,25.0,4.09,10,
1532,challenges,23.333333333333332,4.49,10,
1533,challenging,60.0,4.27,11,
1534,chamber,10.0,4.47,7,9.3
1535,changed,15.0,5.07,7,
1536,channels,10.0,4.38,8,
1537,chanted,50.0,2.99,7,
1538,chaos,40.0,4.27,5,10.05
1539,character,8.0,5.11,9,6.47
1540,characteristic,20.0,3.97,14,10.47
1541,charade,80.0,2.9,7,9.56
1542,charge,14.0,5.02,6,7.5
1543,charged,25.0,4.62,7,
1544,charges,10.0,4.68,7,
1545,charity,10.0,4.45,7,7.63
1546,chase,20.0,4.44,5,5.53
1547,checked,20.0,4.54,7,
1548,checkerboard,30.0,2.46,12,6.74
1549,cheerfulness,60.0,2.3,12,8.15
1550,chemical,0.0,4.57,8,9.5
1551,chemicals,0.0,4.17,9,
1552,chemistry,3.3333333333333335,4.35,9,9.94
1553,chest,10.0,4.52,5,5.05
1554,chief,0.0,5.11,5,7.53
1555,chloride,20.0,3.39,8,12.22
1557,chlorophyll,10.0,2.75,11,11.75
1558,chopped,20.0,3.78,7,
1559,chord,20.0,3.65,5,9.71
1561,church,0.0,5.16,6,5.15
1563,circumstances,90.0,4.59,13,
1564,cited,17.5,4.29,5,
1565,cites,30.0,3.61,5,
1566,citing,10.0,3.94,6,
1567,civilian,10.0,4.23,8,9.76
1568,civilians,11.0,4.1,9,
1569,civilization,30.0,4.01,12,10.0
1570,claim,20.0,4.95,5,9.05
1571,claimants,100.0,3.26,9,
1572,claimed,14.0,4.64,7,
1573,claiming,10.0,4.33,8,
1574,claims,10.0,4.86,6,
1575,clamoring,70.0,2.8,9,
1577,clams,22.5,3.13,5,
1578,clapped,30.0,3.11,7,
1579,clarinets,40.0,2.27,9,
1580,clarity,20.0,3.9,7,10.55
1581,clashed,20.0,3.12,7,
1582,clashing,70.0,2.91,8,
1583,classed,10.0,3.31,7,
1584,classified,0.0,4.26,10,11.58
1585,classmate,10.0,3.34,9,7.15
1586,claws,50.0,3.56,5,
1589,cleansing,10.0,3.56,9,9.11
1590,clearance,50.0,3.96,9,8.95
1591,cleared,0.0,4.2,7,
1592,clemency,90.0,2.97,8,14.12
1593,cleric,0.0,3.38,6,11.89
1594,cliff,40.0,4.1,5,
1595,climate,10.0,4.71,7,7.95
1596,clockwise,40.0,3.2,9,
1597,cloister,100.0,2.75,8,14.71
1598,close,0.0,5.36,5,4.5
1599,closed,0.0,4.9,6,
1601,closer,10.0,4.73,6,
1602,clout,80.0,3.23,5,16.86
1603,club,10.0,5.2,4,5.89
1604,cluster,100.0,3.99,7,10.0
1611,coastal,10.0,4.19,7,8.11
1612,coated,20.0,3.69,6,
1613,coating,10.0,3.71,7,8.56
1615,cocaine,10.0,3.98,7,12.16
1616,cockpit,90.0,3.6,7,8.74
1617,cocoon,60.0,3.08,6,8.95
1618,collaborated,60.0,3.37,12,
1619,collaborating,80.0,3.42,13,
1620,collaborations,70.0,3.32,14,
1621,collapse,21.666666666666668,4.18,8,9.17
1622,collapsed,60.0,3.92,9,
1623,collapsing,100.0,3.39,10,
1624,colleagues,16.666666666666668,4.29,10,
1625,collection,40.0,4.96,10,7.21
1626,collided,65.0,3.26,8,
1627,collision,60.0,3.95,9,9.05
1628,colonial,40.0,4.17,8,8.76
1630,colonies,35.0,3.94,8,
1631,colossal,70.0,3.37,8,9.0
1632,coma,50.0,3.74,4,10.83
1633,combat,20.90909090909091,4.56,6,10.33
1635,combating,60.0,3.25,9,
1636,comedian,20.0,3.96,8,8.89
1637,comedies,10.0,3.3,8,
1638,comedy,15.0,4.51,6,8.11
1640,comic,0.0,4.42,5,7.0
1641,comically,70.0,2.77,9,
1642,coming,10.0,5.4,6,
1644,commemorating,90.0,3.14,13,
1645,commenced,80.0,3.78,9,
1646,commentary,10.0,4.19,10,11.89
1647,commented,30.0,4.07,9,
1648,commercial,7.5,4.92,10,6.17
1649,commissioned,75.0,3.96,12,
1650,commit,26.666666666666668,4.33,6,10.06
1651,commitment,60.0,4.43,10,9.33
1652,commits,10.0,3.49,7,
1653,committed,40.0,4.65,9,
1654,committees,20.0,3.93,10,
1655,common,0.0,5.2,6,6.94
1656,commonly,0.0,4.38,8,
1657,communicate,10.0,4.2,11,7.63
1658,communication,0.0,4.68,13,8.47
1659,communications,10.0,4.59,14,
1660,community,2.857142857142857,5.34,9,7.28
1661,commute,40.0,3.56,7,9.33
1662,commuted,50.0,2.85,8,
1663,compact,40.0,4.06,7,10.79
1664,companion,10.0,4.13,9,9.58
1665,comparison,70.0,4.51,10,9.27
1666,comparisons,10.0,3.79,11,
1667,compartments,10.0,3.24,12,
1668,compassionate,80.0,3.55,13,11.74
1669,compatible,70.0,3.97,10,10.16
1670,compel,30.0,3.28,6,12.61
1671,compelling,90.0,3.98,10,9.06
1672,compete,10.0,4.39,7,6.94
1673,competing,30.0,4.22,9,
1674,competition,23.333333333333332,4.91,11,7.85
1675,competitor,30.0,3.81,10,9.06
1676,competitors,20.0,4.11,11,
1677,compiled,85.0,3.98,8,
1678,complained,15.0,3.99,10,
1679,complaining,30.0,4.12,11,
1680,complaint,16.666666666666668,4.32,9,7.84
1681,complaints,10.0,4.23,10,
1682,complementary,60.0,3.56,13,10.56
1683,completed,10.0,4.77,9,
1684,completing,0.0,4.06,10,
1685,complex,6.666666666666667,4.86,7,11.21
1686,complicated,30.0,4.47,11,8.39
1687,complications,10.0,3.98,13,
1688,comply,100.0,4.04,6,10.53
1689,composed,10.0,4.27,8,
1690,composer,50.0,3.85,8,9.33
1691,composing,90.0,3.44,9,
1692,compound,29.0,4.18,8,11.26
1693,compounds,16.0,3.99,9,
1694,comprehend,100.0,3.7,10,11.16
1695,comprehensive,80.0,4.36,13,12.74
1696,compression,20.0,3.82,11,11.83
1697,comprise,40.0,3.62,8,12.06
1698,comprises,30.0,3.85,9,
1699,compromise,40.0,4.15,10,9.1
1700,compulsory,70.0,3.7,10,12.16
1701,concentrate,30.0,4.07,11,8.16
1702,concentration,0.0,4.27,13,8.35
1703,concentrations,30.0,3.76,14,
1704,concept,20.0,4.77,7,11.44
1705,concern,23.333333333333332,4.66,7,7.42
1706,concerned,70.0,4.75,9,8.79
1707,concerning,10.0,4.31,10,
1708,concert,45.0,4.55,7,8.95
1709,concerted,40.0,3.27,9,14.88
1710,concerts,10.0,3.97,8,
1711,concisely,100.0,2.52,9,
1712,concluded,16.666666666666668,4.35,9,
1713,concludes,0.0,3.76,9,
1714,conclusion,50.0,4.4,10,9.44
1715,concrete,0.0,4.44,8,7.44
1716,condemned,80.0,3.97,9,
1717,condition,3.3333333333333335,4.86,9,8.42
1718,conditions,10.0,4.98,10,
1719,condolences,90.0,3.58,11,
1720,conduct,8.0,4.52,7,8.58
1721,conducted,22.5,4.58,9,
1722,conducting,20.0,4.07,10,
1723,cone,15.0,3.83,4,4.67
1724,conference,16.666666666666668,5.01,10,9.39
1725,conferred,100.0,3.38,9,
1726,confessing,30.0,3.08,10,
1727,confessions,55.0,3.53,11,
1728,confidence,20.0,4.65,10,9.28
1729,confident,20.0,4.43,9,9.58
1730,confidential,70.0,3.9,12,11.78
1731,confined,60.0,3.82,8,
1732,confinement,80.0,3.46,11,10.7
1733,confirmed,26.25,4.67,9,
1734,confirming,16.666666666666668,3.67,10,
1735,conflicting,80.0,3.63,11,11.52
1736,conform,20.0,3.53,7,10.5
1737,conformity,80.0,3.2,10,14.56
1738,confrontation,90.0,3.72,13,8.58
1739,confrontations,90.0,2.96,14,
1740,confronted,70.0,3.84,10,
1741,confusingly,40.0,2.53,11,
1742,congressional,30.0,4.19,13,12.53
1743,conjure,100.0,3.1,7,11.37
1744,connection,5.0,4.76,10,8.0
1745,connects,0.0,3.83,8,
1746,conquer,50.0,3.77,7,10.06
1747,conscripts,96.66666666666669,2.61,10,
1748,conservative,30.0,4.61,12,13.95
1749,conservatives,40.0,4.14,13,
1750,considerable,20.0,4.25,12,10.42
1751,considerations,10.0,3.74,14,
1752,considered,16.666666666666668,5.08,10,
1753,considering,0.0,4.64,11,
1754,consistently,70.0,4.24,12,
1755,consort,100.0,3.2,7,12.79
1756,conspiracy,65.0,4.26,10,11.24
1757,conspiring,60.0,3.11,10,
1758,constitution,0.0,4.56,12,9.05
1759,constructing,20.0,3.59,12,
1760,construction,10.0,4.97,12,7.67
1761,consultant,50.0,4.13,10,12.26
1762,consultation,50.0,4.02,12,9.79
1763,consulting,15.0,4.06,10,
1764,consumers,10.0,4.39,9,
1765,contacted,10.0,4.0,9,
1766,containing,5.0,4.43,10,
1768,contains,20.0,4.68,8,
1769,contempt,40.0,3.74,8,12.44
1770,content,10.0,5.0,7,8.37
1771,contents,5.0,4.18,8,8.5
1772,contest,20.0,4.53,7,7.44
1773,contested,30.0,3.77,9,
1774,contexts,40.0,3.58,8,
1775,continents,0.0,3.55,10,
1776,contingent,55.0,3.69,10,13.73
1777,continue,5.0,5.08,8,7.53
1778,continued,8.0,4.96,9,
1779,continuous,20.0,4.21,10,11.39
1780,contract,20.0,4.94,8,9.21
1781,contributed,25.0,4.39,11,
1782,contribution,10.0,4.34,12,11.25
1783,contributions,23.333333333333332,4.34,13,
1784,controlled,0.0,4.59,10,
1785,controversial,70.0,4.23,13,12.16
1786,convert,10.0,4.11,7,10.61
1787,converted,20.0,4.21,9,
1788,convertible,56.666666666666664,3.55,11,8.53
1789,convertibles,5.0,2.41,12,
1790,convicted,26.666666666666668,4.2,9,
1791,convictions,70.0,3.71,11,
1792,convicts,30.0,3.27,8,
1793,convince,22.5,4.26,8,8.78
1794,convinced,40.0,4.4,9,
1795,convincing,40.0,3.97,10,7.58
1796,convoy,50.0,3.71,6,12.28
1797,cooperate,10.0,3.79,9,8.28
1798,cooperation,0.0,4.3,11,8.0
1799,coordinated,40.0,3.79,11,
1800,copal,50.0,1.76,5,
1801,copper,20.0,4.27,6,7.95
1802,coral,10.0,3.86,5,9.06
1803,corals,20.0,3.06,6,
1804,core,20.0,4.73,4,7.63
1805,corporate,10.0,4.64,9,10.84
1806,corpses,56.666666666666664,3.5,7,
1807,correctness,0.0,3.39,11,8.72
1808,correspondent,30.0,3.86,13,13.32
1809,corrosive,100.0,3.11,9,10.18
1810,corrupt,30.0,4.14,7,11.5
1811,corruption,43.0,4.35,10,11.17
1812,corruptly,30.0,2.19,9,
1813,cosmetics,0.0,3.67,9,
1814,costly,5.0,3.93,6,9.21
1816,councilman,60.0,3.17,10,11.91
1817,councils,20.0,3.94,8,
1818,counted,10.0,4.04,7,
1819,counter,20.0,4.56,7,7.11
1821,counteractions,100.0,0.0,14,
1823,country,10.0,5.48,7,7.05
1824,couple,10.0,5.19,6,5.75
1825,covalent,65.0,2.65,8,14.23
1826,covered,20.0,4.83,7,
1827,covers,20.0,4.51,6,
1828,crackdown,90.0,3.35,9,11.33
1829,cracked,20.0,3.99,7,
1830,craft,17.5,4.3,5,5.83
1831,crafts,10.0,3.73,6,
1832,crane,20.0,3.92,5,
1833,crash,11.666666666666666,4.55,5,6.11
1834,crashed,23.75,4.04,7,
1835,crashes,10.0,3.87,7,
1836,craters,90.0,3.03,7,
1837,craven,90.0,3.19,6,
1838,credentials,70.0,3.74,11,
1839,credibility,83.33333333333333,3.88,11,12.37
1840,credit,0.0,5.0,6,9.42
1841,credited,20.0,3.88,8,
1842,cremated,100.0,3.05,8,
1843,crew,16.666666666666668,4.7,4,7.56
1844,criminalize,20.0,2.58,11,13.53
1845,crippling,100.0,3.36,9,9.33
1846,crisis,19.285714285714285,4.62,6,9.0
1847,criteria,28.0,4.21,8,
1848,critical,28.333333333333332,4.83,8,8.39
1849,criticism,66.66666666666667,4.49,9,10.2
1850,criticized,30.0,4.0,10,
1851,criticizes,10.0,3.17,10,
1853,crossed,20.0,4.35,7,
1854,crossroads,40.0,3.48,10,
1855,crowned,50.0,3.65,7,
1856,crucial,50.0,4.28,7,10.68
1857,crushed,12.0,4.03,7,
1858,crushing,10.0,3.83,8,
1859,cultural,3.3333333333333335,4.75,8,10.56
1860,cultures,0.0,4.2,8,
1861,curfew,90.0,3.37,6,10.26
1862,current,15.0,5.27,7,8.94
1863,curved,10.0,3.83,6,6.67
1864,cushion,25.0,3.58,7,5.53
1865,custody,23.333333333333332,4.22,7,9.5
1866,customs,10.0,4.19,7,
1867,cuttlefish,50.0,2.53,10,12.88
1868,damage,10.0,4.9,6,7.2
1869,damaged,0.0,4.39,7,
1870,dangerous,0.0,4.79,9,5.6
1871,dark,0.0,5.04,4,3.74
1872,darkness,10.0,4.3,8,4.83
1873,data,0.0,5.34,4,
1874,database,33.333333333333336,4.31,8,14.2
1875,datum,70.0,2.52,5,
1876,daughter,10.0,5.07,8,4.95
1877,dawn,30.0,4.27,4,7.0
1879,deadliest,50.0,3.31,9,
1880,deadly,10.0,4.16,6,6.11
1881,deal,11.818181818181818,5.32,4,6.0
1882,dealing,15.0,4.6,7,
1883,deals,10.0,4.59,5,
1884,death,0.0,5.4,5,5.37
1885,debate,17.77777777777778,4.64,6,9.56
1886,debated,30.0,3.6,7,
1887,debates,15.0,3.98,7,
1888,debris,48.75,3.92,6,11.22
1890,debt,7.5,4.69,4,10.44
1891,debut,45.0,4.52,5,10.58
1892,decade,37.77777777777778,4.52,6,10.16
1894,decades,55.0,4.58,7,
1895,decay,60.0,3.83,5,8.79
1896,decayed,100.0,2.84,7,
1897,deceased,80.0,3.96,8,10.83
1898,decided,10.0,5.09,7,
1899,deciding,20.0,4.11,8,
1900,decision,2.2222222222222223,5.09,8,7.57
1901,decisions,10.0,4.72,9,
1902,declarations,20.0,3.23,12,
1903,declare,25.0,4.05,7,10.74
1904,declared,23.333333333333332,4.55,8,
1905,decline,40.0,4.4,7,9.74
1906,declined,40.0,4.21,8,
1907,decomposing,50.0,2.8,11,
1908,decorated,15.0,3.94,9,
1909,decorative,10.0,3.8,10,10.1
1910,decreases,20.0,3.63,9,
1911,decree,100.0,3.82,6,11.32
1912,deemed,90.0,4.19,6,
1913,deepen,30.0,3.19,6,9.21
1914,deeply,10.0,4.44,6,
1915,defaults,65.0,3.17,8,
1916,defeat,20.0,4.51,6,8.74
1917,defeated,30.0,4.17,8,
1918,defected,60.0,3.03,8,
1919,defecting,50.0,2.48,9,
1920,defectors,85.0,2.68,9,
1922,defend,10.0,4.47,6,8.16
1923,defendants,46.666666666666664,3.85,10,
1924,defending,0.0,4.33,9,
1925,defer,50.0,3.2,5,11.88
1926,defiance,90.0,3.48,8,12.35
1927,deficit,46.92307692307692,4.06,7,12.89
1928,define,10.0,4.31,6,8.53
1929,definitely,25.0,4.96,10,
1930,definitive,50.0,3.8,10,
1931,degenerate,85.0,3.33,10,13.45
1932,degrade,20.0,3.28,7,11.5
1933,degrading,90.0,3.35,9,
1934,dehydration,90.0,3.31,11,9.37
1935,delay,10.0,4.4,5,8.78
1936,delayed,30.0,4.2,7,
1937,deliberate,80.0,3.82,10,11.4
1938,deliver,20.0,4.55,7,6.63
1939,delivered,20.0,4.62,9,
1940,delivering,50.0,4.09,10,
1941,demand,10.0,4.84,6,7.83
1942,demanding,10.0,4.13,9,
1943,demands,15.0,4.41,7,
1944,democracy,10.0,4.51,9,10.17
1945,denied,25.0,4.43,6,
1946,denies,10.0,3.73,6,
1947,denounced,50.0,3.47,9,
1948,dense,20.0,3.98,5,10.2
1949,denunciations,100.0,2.37,13,
1950,deny,20.0,4.34,4,7.8
1951,denying,20.0,3.95,7,
1952,departed,30.0,3.78,8,
1953,department,3.3333333333333335,5.23,10,9.84
1954,departure,38.0,4.22,9,9.78
1955,depending,0.0,4.56,9,
1956,deploy,63.333333333333336,3.7,6,12.44
1957,deployed,61.666666666666664,4.03,8,
1958,deployment,59.0,3.91,10,12.29
1959,deployments,40.0,3.15,11,
1960,deposit,0.0,4.24,7,8.65
1961,derived,40.0,4.29,7,
1962,descent,80.0,3.93,7,9.84
1963,describe,17.5,4.56,8,7.67
1964,described,8.88888888888889,5.0,9,
1965,describing,10.0,4.23,10,
1966,description,10.0,4.73,11,8.8
1967,desert,0.0,4.4,6,8.35
1968,deserters,100.0,2.76,9,
1969,deserve,20.0,4.59,7,7.94
1970,design,0.0,5.17,6,10.05
1971,designate,40.0,3.37,9,11.6
1972,designed,10.0,4.96,8,
1973,designer,10.0,4.42,8,9.05
1974,designs,0.0,4.38,7,
1975,desired,10.0,4.16,7,
1976,desperate,35.0,4.32,9,9.22
1979,destabilizes,100.0,1.95,12,
1980,destination,20.0,4.24,11,8.56
1981,destroy,5.0,4.52,7,6.7
1982,destroyed,11.0,4.61,9,
1983,destroying,20.0,4.09,10,
1984,detain,40.0,3.21,6,12.28
1985,detained,77.27272727272727,3.81,8,
1986,detainees,90.0,3.39,9,
1987,detection,15.0,4.06,9,10.33
1988,detectives,30.0,3.67,10,
1989,detention,50.0,3.96,9,10.16
1990,deteriorated,100.0,3.35,12,
1991,deterioration,90.0,3.43,13,12.65
1992,determination,37.5,4.16,13,8.94
1993,determine,20.0,4.63,9,8.89
1994,determined,37.5,4.64,10,
1995,deterred,100.0,2.9,8,
1996,detonated,87.5,3.12,9,
1997,detonating,70.0,2.64,10,
1998,detrimental,90.0,3.55,11,12.16
2000,devastated,100.0,3.72,10,
2001,devastating,80.0,3.85,11,11.06
2002,develop,10.0,4.75,7,7.28
2003,developed,10.0,4.95,9,
2004,developments,20.0,4.22,12,
2005,devices,10.0,4.59,7,
2006,devious,100.0,3.03,7,9.79
2008,diabetes,10.0,4.17,8,10.74
2009,diagnosed,65.0,4.05,9,
2010,diagonally,20.0,2.94,10,
2011,dialogue,20.0,4.29,8,11.0
2013,dictation,80.0,2.71,9,12.11
2014,diet,0.0,4.57,4,9.25
2015,difficult,4.0,5.07,9,5.85
2016,difficulties,10.0,4.21,12,
2017,diffuse,20.0,3.28,7,11.17
2018,digger,50.0,3.17,6,
2019,digging,50.0,3.99,7,
2020,digital,0.0,4.83,7,11.42
2021,dignitaries,100.0,3.1,11,
2022,dinosaur,0.0,3.77,8,4.91
2023,dinosaurs,0.0,3.72,9,
2024,diplomat,20.0,3.69,8,11.05
2025,diplomatic,22.0,4.11,10,12.21
2026,diplomatically,46.666666666666664,2.58,14,
2027,diplomats,36.666666666666664,3.53,9,
2028,dipped,50.0,3.54,6,
2029,dire,40.0,3.66,4,11.63
2030,directed,0.0,4.6,8,
2031,direction,10.0,4.93,9,6.68
2032,disabled,40.0,4.29,8,7.67
2034,disagreed,50.0,3.49,9,
2035,disappoint,10.0,3.67,10,7.0
2036,disappointed,20.0,4.42,12,6.95
2037,disassociate,100.0,2.35,12,13.67
2038,disaster,55.0,4.39,8,8.22
2039,discharged,60.0,3.76,10,
2040,disclose,30.0,3.84,8,11.72
2041,discontent,65.0,3.37,10,11.86
2042,discounted,80.0,3.58,10,
2043,discovered,25.0,4.74,10,
2044,discovering,0.0,3.82,11,
2045,discovers,0.0,3.62,9,
2046,discovery,16.0,4.45,9,7.84
2047,discredit,90.0,3.36,9,11.1
2048,discredited,50.0,3.15,11,
2049,discredits,95.0,2.19,10,
2050,discrimination,90.0,4.31,14,10.89
2051,discusses,10.0,3.93,9,
2052,discussion,0.0,4.71,10,7.4
