Unnamed: 0,Complex_Phrase,complex_percentage,frequency,length,aoa,aoa_test_based,syllable_count
3905,return,10.0,5.19,6,5.61,2.0,2
4805,la,2.5,5.05,2,,2.0,1
4809,field,10.0,5.24,5,6.1,2.0,1
4813,music,10.0,5.52,5,3.81,2.0,2
4817,killer,10.0,4.47,6,6.48,2.0,2
4819,room,10.0,5.39,4,4.22,2.0,1
4825,art,7.333333333333333,5.29,3,6.21,2.0,1
2162,eighteenth,10.0,3.48,10,,2.0,2
4826,painter,5.0,3.93,7,5.6,2.0,2
4799,care,4.285714285714286,5.56,4,5.65,2.0,1
4827,as,3.0,6.77,2,,2.0,1
2156,education,0.0,5.28,9,6.7,2.0,4
4828,of,4.082397003745318,7.4,2,,2.0,1
4831,first,6.25,6.11,5,,2.0,1
4832,press,1.6666666666666667,5.16,5,6.4,2.0,1
2149,edge,10.0,4.74,4,6.17,2.0,1
2146,east,10.0,5.16,4,6.94,2.0,1
4793,to,5.166666666666667,7.43,2,,2.0,1
2223,entrance,20.0,4.39,8,6.84,2.0,2
3023,marriage,0.0,4.91,8,7.17,2.0,2
4776,a,4.545454545454546,7.36,1,,2.0,1
4780,act,4.285714285714286,5.3,3,6.42,2.0,1
3026,mask,10.0,4.31,4,4.8,2.0,1
2205,engineer,10.0,4.5,8,9.89,2.0,3
3896,retake,16.666666666666668,3.28,6,8.79,2.0,2
4782,land,7.0,5.22,4,5.22,2.0,1
2202,enemy,0.0,4.7,5,7.26,2.0,3
4784,above,5.0,5.2,5,,2.0,2
4785,level,5.714285714285714,5.41,5,6.0,2.0,2
4790,award,7.5,4.88,5,7.5,2.0,2
4792,and,4.470588235294118,7.41,3,,2.0,1
5549,notice,5.0,4.9,6,7.35,2.0,2
5754,gray,10.0,4.45,4,5.74,2.0,1
3315,outdoors,20.0,3.71,8,,2.0,2
5733,old,0.0,5.75,3,3.72,2.0,1
5735,opening,0.0,4.94,7,6.28,2.0,3
5737,sex,0.0,5.22,3,9.79,2.0,1
3316,outer,10.0,4.25,5,7.32,2.0,2
5740,other,0.0,6.16,5,5.33,2.0,2
3471,plug,20.0,4.14,4,6.05,2.0,1
5743,painful,30.0,4.32,7,6.44,2.0,2
5744,pair,10.0,4.72,4,5.94,2.0,1
5747,away,20.0,5.62,4,,2.0,2
5748,passing,0.0,4.63,7,,2.0,2
5732,drink,5.0,4.9,5,3.47,2.0,1
720,related,0.0,5.1,7,,2.0,3
768,royal,40.0,4.85,5,7.17,2.0,2
846,strike,20.0,4.66,6,7.75,2.0,1
5714,vote,2.5,5.11,4,7.79,2.0,1
5715,window,5.0,4.8,6,4.74,2.0,2
5717,beauty,0.0,4.75,6,5.05,2.0,2
5718,numbers,10.0,4.98,7,,2.0,2
5719,plane,10.0,4.72,5,4.95,2.0,1
5720,need,10.0,5.97,4,3.56,2.0,1
5721,next,3.3333333333333335,5.7,4,,2.0,1
5724,no,5.0,6.35,2,,2.0,1
825,soul,10.0,4.81,4,6.17,2.0,1
5728,normal,11.666666666666666,5.01,6,5.53,2.0,2
820,social,0.0,5.42,6,10.43,2.0,2
5729,nose,10.0,4.51,4,2.95,2.0,1
3487,pool,10.0,4.67,4,5.15,2.0,1
715,queen,0.0,4.86,5,4.42,2.0,1
5764,number,20.0,5.62,6,3.94,2.0,2
5766,shop,30.0,4.88,4,5.78,2.0,1
635,orphanage,10.0,3.38,9,8.89,2.0,3
5768,stay,5.0,5.33,4,4.22,2.0,1
5770,go,0.0,6.03,2,3.37,2.0,1
3330,overseas,80.0,4.29,8,,2.0,3
5772,needs,15.0,5.37,5,,2.0,1
5773,safety,15.0,4.97,6,5.84,2.0,2
5776,like,20.0,6.41,4,,2.0,1
3466,pleasure,10.0,4.57,8,8.21,2.0,2
5777,duck,20.0,4.21,4,3.5,2.0,1
596,newcomer,10.0,3.4,8,8.26,2.0,3
3329,overnight,23.333333333333332,4.19,9,,2.0,3
5751,boat,10.0,4.71,4,3.84,2.0,1
5753,percent,10.0,5.04,7,8.19,2.0,2
704,punch,10.0,4.32,5,5.75,2.0,1
5756,together,6.666666666666667,5.46,8,,2.0,3
696,prison,10.0,4.8,6,7.5,2.0,2
5757,two,0.0,6.1,3,,2.0,1
5759,pocket,10.0,4.48,6,4.74,2.0,2
5760,youth,0.0,4.75,5,6.89,2.0,1
5761,keep,10.0,5.66,4,4.42,2.0,1
5762,powerful,0.0,4.85,8,6.42,2.0,3
5763,present,0.0,5.18,7,4.83,2.0,2
693,primary,10.0,4.88,7,8.89,2.0,3
590,nearly,20.0,5.0,6,,2.0,2
5707,most,6.666666666666667,6.0,4,,2.0,1
1072,age,10.0,5.32,3,4.38,2.0,1
1068,afford,40.0,4.57,6,7.47,2.0,2
5641,meaning,0.0,4.87,7,6.1,2.0,2
5646,jet,6.666666666666667,4.29,3,5.39,2.0,1
5647,job,0.0,5.5,3,5.39,2.0,1
5651,knowing,5.0,4.76,7,,2.0,2
5652,you,0.0,6.98,3,,2.0,1
3559,prevent,10.0,4.79,7,8.6,2.0,2
5653,frame,35.0,4.58,5,7.67,2.0,1
3557,pretty,10.0,5.38,6,,2.0,2
3541,prepare,0.0,4.55,7,7.72,2.0,2
5655,lamb,0.0,4.02,4,4.15,2.0,1
1035,adjustment,10.0,3.88,10,9.74,2.0,3
5657,large,6.666666666666667,5.39,5,5.74,2.0,1
5659,last,0.0,5.86,4,,2.0,1
1032,address,5.0,4.91,7,5.15,2.0,2
3574,print,10.0,4.54,5,7.67,2.0,1
1115,alongside,35.0,4.45,9,,2.0,3
5624,hold,6.666666666666667,5.19,4,4.67,2.0,1
5627,how,0.0,6.24,3,,2.0,1
5629,hunger,30.0,4.1,6,6.06,2.0,2
1098,album,10.0,5.02,5,6.72,2.0,2
1093,airport,0.0,4.84,7,6.84,2.0,2
1088,air,0.0,5.37,3,3.94,2.0,1
5631,ice,0.0,5.0,3,3.86,2.0,1
1085,aim,10.0,4.51,3,6.72,2.0,1
1083,aid,10.0,4.75,3,7.33,2.0,1
5632,player,0.0,5.19,6,6.89,2.0,2
1082,ahead,20.0,5.01,5,,2.0,2
1079,agreement,10.0,4.88,9,8.16,2.0,3
5635,people,5.0,6.25,6,3.52,2.0,2
3270,odd,10.0,4.42,3,6.0,2.0,1
1030,addition,3.3333333333333335,5.01,8,,2.0,3
5662,right,5.0,5.96,5,,2.0,1
3503,poster,10.0,4.19,6,8.12,2.0,2
5689,student,0.0,5.02,7,5.94,2.0,2
907,trust,10.0,5.13,5,6.55,2.0,1
906,trophy,10.0,4.17,6,5.55,2.0,2
5690,meet,0.0,5.27,4,4.74,2.0,1
5691,middle,10.0,5.18,6,,2.0,2
5692,midnight,10.0,4.31,8,6.21,2.0,2
5694,women,0.0,5.57,5,,2.0,2
877,team,10.0,5.67,4,6.0,2.0,1
5696,work,20.0,5.96,4,5.86,2.0,1
847,string,10.0,4.4,6,4.94,2.0,1
5702,modern,10.0,5.07,6,8.58,2.0,2
5705,danger,10.0,4.59,6,4.61,2.0,2
3507,pot,0.0,4.4,3,5.95,2.0,1
5683,scale,0.0,4.83,5,8.85,2.0,1
5679,made,5.0,5.92,4,,2.0,1
963,yesterday,5.0,4.91,9,,2.0,3
1022,action,0.0,5.25,6,6.67,2.0,2
5665,less,0.0,5.49,4,,2.0,1
995,accident,5.0,4.71,8,5.3,2.0,3
5668,life,35.0,5.89,4,5.89,2.0,1
5669,years,10.0,5.96,5,,2.0,1
5709,men,10.0,5.51,3,,2.0,1
5671,little,5.0,5.75,6,3.95,2.0,2
5672,going,5.0,5.94,5,,2.0,2
5674,look,10.0,5.81,4,4.05,2.0,1
5676,low,10.0,5.33,3,4.7,2.0,1
982,absent,10.0,3.98,6,6.5,2.0,2
978,ability,0.0,4.96,7,8.84,2.0,4
976,abandoned,60.0,4.4,9,,2.0,4
5678,lower,0.0,5.11,5,,2.0,2
3460,play,0.0,5.61,4,4.1,2.0,1
5779,strong,0.0,5.22,6,4.58,2.0,1
5871,important,0.0,5.44,9,5.79,2.0,3
5873,they,0.0,6.5,4,,2.0,1
3419,period,0.0,5.21,6,6.78,2.0,3
5874,third,4.0,5.32,5,,2.0,1
5879,total,0.0,5.21,5,6.83,2.0,2
3415,performer,20.0,3.8,9,6.5,2.0,2
3412,performance,26.666666666666668,5.16,11,7.74,2.0,3
5882,seal,0.0,4.3,4,5.42,2.0,1
201,commissioner,15.0,4.43,12,13.37,2.0,4
5883,tractor,0.0,3.78,7,5.5,2.0,2
5885,woman,30.0,5.35,5,4.95,2.0,2
5886,tree,10.0,4.85,4,3.57,2.0,1
197,commander,0.0,4.51,9,8.19,2.0,3
5887,tried,5.0,5.16,5,,2.0,1
5864,movie,0.0,5.16,5,3.56,2.0,2
5888,when,10.0,6.37,4,,2.0,1
5860,tax,6.0,5.14,3,8.94,2.0,1
5858,take,10.0,5.92,4,4.37,2.0,1
5845,story,10.0,5.45,5,3.89,2.0,2
3441,piece,10.0,5.04,5,4.89,2.0,1
280,election,0.0,5.08,8,9.17,2.0,3
5847,silence,10.0,4.46,7,4.6,2.0,2
5854,chain,0.0,4.65,5,5.22,2.0,1
3366,parent,10.0,4.57,6,4.22,2.0,2
5857,tag,20.0,4.44,3,5.0,2.0,1
3367,park,10.0,5.16,4,4.47,2.0,1
241,defense,20.0,4.93,7,8.8,2.0,2
5889,trip,10.0,4.9,4,4.22,2.0,1
5891,herself,10.0,4.78,7,,2.0,2
5909,we,0.0,6.54,2,,2.0,1
5910,put,0.0,5.66,3,3.72,2.0,1
5911,where,0.0,6.0,5,,2.0,1
5913,who,0.0,6.34,3,,2.0,1
5914,think,0.0,6.08,5,4.75,2.0,1
54,angel,0.0,4.45,5,4.0,2.0,2
44,alphabet,0.0,3.7,8,4.22,2.0,3
5915,wind,20.0,4.84,4,3.89,2.0,1
28,afterwards,35.0,4.42,10,,2.0,3
23,affordable,20.0,4.22,10,8.15,2.0,4
16,actress,0.0,4.45,7,6.17,2.0,2
5917,without,0.0,5.69,7,,2.0,2
5918,date,5.0,5.22,4,5.84,2.0,1
5908,wash,10.0,4.46,4,4.0,2.0,1
90,aviation,70.0,4.17,8,10.32,2.0,4
5892,twenty,10.0,4.65,6,,2.0,2
5893,under,0.0,5.73,5,,2.0,2
5894,unfair,20.0,4.17,6,5.61,2.0,2
5895,upon,10.0,5.12,4,,2.0,2
3379,parties,0.0,4.89,7,,2.0,2
5897,talk,0.0,5.42,4,3.68,2.0,1
5898,page,0.0,5.12,4,5.16,2.0,1
5839,then,10.0,6.07,4,,2.0,1
135,born,10.0,5.09,4,4.68,2.0,1
5899,using,0.0,5.47,5,,2.0,1
3381,partnership,4.0,4.48,11,9.89,2.0,3
5902,very,0.0,6.0,4,,2.0,2
131,board,10.0,5.24,5,6.37,2.0,1
3399,peaceful,10.0,4.28,8,7.22,2.0,2
129,blend,10.0,3.95,5,10.17,2.0,1
5907,warm,10.0,4.71,4,4.65,2.0,1
133,bomb,0.0,4.6,4,8.0,2.0,1
5837,person,3.3333333333333335,5.55,6,4.67,2.0,2
313,faith,15.0,4.82,5,7.62,2.0,1
5796,around,0.0,5.77,6,,2.0,2
5797,rubber,0.0,4.23,6,7.62,2.0,2
3345,package,10.0,4.46,7,6.61,2.0,2
3455,planned,10.0,4.69,7,,2.0,1
3454,planet,10.0,4.68,6,6.67,2.0,2
5800,safe,50.0,5.07,4,5.11,2.0,1
489,leaf,10.0,4.22,4,4.6,2.0,1
471,kid,0.0,4.99,3,4.28,2.0,1
5802,game,20.0,5.72,4,4.26,2.0,1
5803,phone,5.0,5.3,5,4.11,2.0,1
5804,school,0.0,5.71,6,3.89,2.0,1
514,ma,0.0,4.63,2,,2.0,1
5795,family,5.0,5.66,6,3.38,2.0,3
5780,radio,0.0,5.01,5,5.17,2.0,3
5781,rainbow,10.0,4.07,7,4.26,2.0,2
561,model,10.0,5.13,5,5.83,2.0,2
5782,money,5.0,5.64,5,5.11,2.0,2
558,minister,0.0,5.04,8,7.42,2.0,3
3343,ownership,6.666666666666667,4.4,9,9.39,2.0,3
554,midsummer,20.0,3.11,9,8.94,2.0,3
5789,camp,0.0,4.79,4,5.78,2.0,1
543,mean,10.0,5.53,4,4.0,2.0,1
5790,behind,5.0,5.29,6,,2.0,2
5792,known,10.0,5.39,5,,2.0,1
549,medicine,3.3333333333333335,4.73,8,4.89,2.0,3
5805,partner,0.0,4.84,7,5.85,2.0,2
5807,see,0.0,6.1,3,3.06,2.0,1
5820,single,17.5,5.41,6,6.68,2.0,2
5824,through,20.0,5.87,7,,2.0,1
5825,photo,10.0,4.97,5,5.16,2.0,2
5826,sock,20.0,3.61,4,2.94,2.0,1
335,foreign,2.5,5.08,7,8.74,2.0,2
334,flute,10.0,3.52,5,8.47,2.0,1
3352,palace,0.0,4.45,6,6.89,2.0,2
5832,help,10.0,5.75,4,3.65,2.0,1
5833,southern,10.0,4.84,8,7.56,2.0,2
323,festival,1.6666666666666667,4.72,8,8.39,2.0,3
3445,pilot,0.0,4.52,5,6.32,2.0,2
5835,class,30.0,5.36,5,4.95,2.0,1
317,fed,10.0,4.51,3,,2.0,1
5819,table,0.0,5.05,5,4.39,2.0,2
5818,show,2.142857142857143,5.68,4,6.21,2.0,1
5808,day,0.0,5.95,3,3.5,2.0,1
5810,send,0.0,5.11,4,5.68,2.0,1
5811,captain,0.0,4.89,7,6.06,2.0,2
5813,seventeen,5.0,3.87,9,,2.0,3
5816,keys,10.0,4.39,4,,2.0,1
5817,shoot,20.0,4.73,5,5.53,2.0,1
3450,pit,10.0,4.27,3,6.14,2.0,1
5617,heavy,7.5,4.96,5,4.05,2.0,2
2842,island,10.0,5.01,6,7.41,2.0,2
5564,fight,10.0,5.23,5,5.47,2.0,1
1287,author,0.0,4.95,6,7.1,2.0,2
5602,it,6.666666666666667,6.95,2,,2.0,1
1209,arise,20.0,3.93,5,6.89,2.0,2
3239,note,10.0,5.04,4,6.4,2.0,1
1318,baking,20.0,3.92,6,,2.0,2
5563,fear,10.0,4.95,4,4.79,2.0,1
3608,proof,20.0,4.7,5,8.06,2.0,1
1161,ant,10.0,3.86,3,4.32,2.0,1
5578,fourth,0.0,4.83,6,,2.0,1
1328,bare,30.0,4.18,4,5.78,2.0,1
5605,everywhere,0.0,4.66,10,,2.0,3
5579,free,0.0,5.63,4,5.21,2.0,1
5606,oil,2.5,5.1,3,7.33,2.0,1
1215,army,10.0,5.06,4,7.15,2.0,2
3235,northern,0.0,4.85,8,7.95,2.0,2
1272,attention,10.0,5.11,9,6.78,2.0,3
5588,touch,10.0,4.91,5,5.16,2.0,1
1152,announcement,25.0,4.31,12,7.75,2.0,3
5587,got,10.0,5.91,3,,2.0,1
5562,form,20.0,5.31,4,7.58,2.0,1
1330,bark,20.0,3.85,4,5.17,2.0,1
5561,farm,0.0,4.75,4,3.85,2.0,1
5559,west,10.0,5.29,4,5.89,2.0,1
5608,has,11.428571428571429,6.37,3,,2.0,1
1143,anger,10.0,4.42,5,6.0,2.0,2
5576,make,10.0,6.08,4,4.68,2.0,1
5589,ship,15.0,4.93,4,5.33,2.0,1
5575,feed,20.0,4.67,4,4.17,2.0,1
5601,hand,10.0,5.41,4,2.74,2.0,1
5599,half,5.0,5.41,4,,2.0,1
5597,had,10.0,6.33,3,,2.0,1
5572,call,10.0,5.51,4,4.74,2.0,1
5596,gun,6.0,4.96,3,5.58,2.0,1
5595,size,0.0,5.13,4,4.84,2.0,1
3601,promise,10.0,4.71,7,5.67,2.0,2
1323,band,0.0,4.92,4,6.16,2.0,1
5573,food,10.0,5.4,4,3.25,2.0,1
5574,foot,10.0,4.87,4,3.44,2.0,1
5593,picture,12.5,5.13,7,4.05,2.0,2
5568,fix,10.0,4.75,3,5.0,2.0,1
5592,uncle,0.0,4.45,5,4.47,2.0,2
1181,appear,15.0,4.85,6,6.67,2.0,2
1325,bar,10.0,4.94,3,6.9,2.0,1
5591,great,0.0,5.88,5,5.05,2.0,1
5571,deck,20.0,4.41,4,6.45,2.0,1
5580,friendly,0.0,4.64,8,4.5,2.0,2
5614,heart,5.0,5.31,5,5.17,2.0,1
5611,have,8.0,6.71,4,3.72,2.0,1
5582,yard,10.0,4.57,4,3.94,2.0,1
5558,wide,10.0,4.96,4,5.84,2.0,1
5581,front,5.0,5.28,5,,2.0,1
5583,further,10.0,5.31,7,,2.0,2
3619,protect,10.0,4.92,7,6.79,2.0,2
5616,heat,10.0,4.86,4,5.33,2.0,1
3253,object,5.0,4.56,6,7.94,2.0,2
5615,went,10.0,5.5,4,,2.0,1
1254,astronaut,20.0,3.6,9,6.28,2.0,3
5585,give,20.0,5.71,4,4.28,2.0,1
5613,he,5.0,6.69,2,,2.0,1
1234,asleep,20.0,4.36,6,4.47,2.0,2
2398,fireworks,50.0,3.83,9,,4.0,3
2400,firm,6.666666666666667,4.79,4,11.17,4.0,1
2401,firmly,0.0,4.0,6,,4.0,1
1295,average,0.0,5.16,7,8.9,4.0,3
4773,zone,10.0,4.72,4,8.79,4.0,1
3353,palm,0.0,4.23,4,6.0,4.0,1
5830,somewhat,5.0,4.55,8,,4.0,2
5831,sort,0.0,5.0,4,,4.0,1
5793,contain,10.0,4.5,7,7.88,4.0,2
4487,towards,10.0,5.06,7,,4.0,2
2408,fitting,10.0,4.1,7,,4.0,2
4733,winding,33.333333333333336,3.71,7,,4.0,2
2380,fiction,45.0,4.44,7,7.22,4.0,2
2955,livestock,90.0,3.83,9,7.89,4.0,3
1291,automatic,0.0,4.36,9,9.0,4.0,4
4522,treatment,0.0,5.01,9,8.11,4.0,2
2958,locate,0.0,3.94,6,7.95,4.0,2
2374,fellow,10.0,4.76,6,8.89,4.0,2
4529,trial,13.333333333333334,4.87,5,9.16,4.0,2
4538,trim,40.0,3.89,4,6.95,4.0,1
3201,nerve,30.0,4.19,5,9.67,4.0,1
378,hatch,10.0,3.82,5,7.0,4.0,1
3448,pioneer,60.0,3.91,7,7.56,4.0,3
4769,youthful,20.0,3.58,8,8.79,4.0,2
338,foundation,0.0,4.81,10,10.94,4.0,3
2952,literature,16.666666666666668,4.62,10,9.9,4.0,4
4504,traitor,40.0,3.69,7,9.44,4.0,2
2387,filing,25.0,4.05,6,,4.0,2
2416,flat,20.0,4.72,4,5.68,4.0,1
2948,liquid,0.0,4.39,6,5.83,4.0,2
4425,thaw,50.0,3.18,4,8.11,4.0,1
3603,promote,0.0,4.56,7,10.32,4.0,2
2435,fog,10.0,3.9,3,6.21,4.0,1
305,explosion,30.0,4.22,9,7.16,4.0,3
4420,terror,10.0,4.26,6,8.79,4.0,2
2442,forbidden,60.0,3.96,9,,4.0,3
4419,territory,18.571428571428573,4.6,9,8.94,4.0,4
4403,television,0.0,4.79,10,4.11,4.0,4
3591,professional,47.5,5.05,12,9.06,4.0,4
4404,temperature,10.0,4.64,11,6.17,4.0,4
3995,scene,12.0,4.97,5,8.17,4.0,1
4409,tenth,10.0,3.92,5,,4.0,1
2448,forecast,70.0,4.09,8,9.05,4.0,2
2198,encouraging,20.0,4.14,11,7.89,4.0,3
2933,license,10.0,4.52,7,,4.0,2
2196,encourage,30.0,4.45,9,8.5,4.0,3
2432,focus,16.666666666666668,5.0,5,8.32,4.0,2
3355,panel,40.0,4.55,5,9.11,4.0,2
4479,torture,35.0,4.15,7,10.7,4.0,2
4478,tore,10.0,3.71,4,,4.0,1
2214,ensure,32.5,4.7,6,11.11,4.0,2
2210,enormous,45.0,4.25,8,6.53,4.0,3
5791,rental,10.0,4.1,6,10.0,4.0,2
4467,title,20.0,5.1,5,6.32,4.0,2
534,maple,10.0,3.86,5,5.94,4.0,2
2420,fleet,30.0,4.33,5,10.74,4.0,1
4457,tide,20.0,4.05,4,6.68,4.0,1
3977,saloon,7.5,3.43,6,9.0,4.0,2
5477,cost,0.0,5.24,4,5.67,4.0,1
2429,flow,10.0,4.68,4,7.4,4.0,1
4450,throne,10.0,4.11,6,7.28,4.0,1
1247,assistance,10.0,4.59,10,8.84,4.0,3
1302,await,10.0,3.63,5,9.0,4.0,2
2942,lightning,40.0,4.22,9,4.76,4.0,2
2425,flexible,25.0,4.13,8,7.58,4.0,3
1300,avoid,10.0,4.87,5,8.5,4.0,2
2941,lighting,10.0,4.29,8,7.48,4.0,2
4542,tropical,60.0,4.18,8,9.05,4.0,3
4543,trouble,15.0,4.79,7,4.56,4.0,2
452,journal,10.0,4.77,7,8.5,4.0,2
4745,witness,50.0,4.52,7,8.74,4.0,2
2302,explanation,15.0,4.44,11,7.74,4.0,4
1413,border,3.3333333333333335,4.7,6,6.85,4.0,2
4695,wartime,30.0,3.59,7,8.22,4.0,2
4694,warship,5.384615384615385,3.15,7,10.44,4.0,2
3002,major,5.0,5.3,5,8.8,4.0,2
3348,pad,10.0,4.01,3,8.83,4.0,1
5490,customer,10.0,4.61,8,7.21,4.0,3
2994,magazine,20.0,4.74,8,5.89,4.0,3
4658,vine,10.0,3.73,4,6.95,4.0,1
1269,attendance,10.0,4.17,10,7.11,4.0,3
4670,visible,5.0,4.39,7,8.05,4.0,3
4671,vision,10.0,4.63,6,6.58,4.0,2
1411,boost,36.666666666666664,4.41,5,7.89,4.0,1
2296,experiment,5.0,4.38,10,8.58,4.0,4
2295,experience,10.0,5.27,10,8.95,4.0,4
3931,risky,20.0,3.94,5,8.16,4.0,2
2272,exchange,20.0,4.85,8,8.35,4.0,2
3928,risen,10.0,3.86,5,,4.0,2
4741,withdraw,40.0,4.05,8,9.89,4.0,2
3927,rise,10.0,4.81,4,6.72,4.0,1
2266,examination,0.0,4.26,11,8.0,4.0,5
3013,manufacturer,10.0,4.21,12,10.79,4.0,5
3012,manufacture,0.0,3.98,11,10.59,4.0,4
3682,raid,13.333333333333334,4.19,4,9.53,4.0,1
4746,woke,10.0,4.22,4,,4.0,1
1262,attack,5.0,5.09,6,6.58,4.0,2
4702,weaken,10.0,3.49,6,7.95,4.0,2
4710,web,10.0,4.74,3,5.37,4.0,1
3936,roam,10.0,3.46,4,8.58,4.0,1
456,justice,5.0,4.97,7,9.47,4.0,2
2276,exciting,0.0,4.54,8,6.26,4.0,3
2275,excited,20.0,4.74,7,6.21,4.0,3
4742,withdrawal,44.0,4.05,10,9.78,4.0,3
2989,lying,10.0,4.67,5,,4.0,2
2351,famous,0.0,4.84,6,6.84,4.0,2
2350,famed,53.333333333333336,3.6,5,9.89,4.0,2
4557,twin,10.0,4.34,4,6.06,4.0,1
2349,fame,0.0,4.34,4,7.26,4.0,1
2346,falls,10.0,4.63,5,,4.0,1
3206,network,5.0,5.02,7,10.94,4.0,2
2976,loudspeaker,40.0,2.95,11,10.0,4.0,3
5577,weather,30.0,4.87,7,5.94,4.0,2
4567,uncertain,25.0,3.99,9,8.37,4.0,3
4568,uncertainty,35.0,4.03,11,12.25,4.0,4
4569,unchanged,12.0,3.74,9,8.47,4.0,3
4575,underground,25.0,4.32,11,7.37,4.0,3
4759,woven,40.0,3.56,5,,4.0,2
4760,wrapped,90.0,4.15,7,,4.0,1
4580,underneath,30.0,4.08,10,,4.0,3
413,independence,30.0,4.58,12,8.53,4.0,4
4556,twice,10.0,4.84,5,,4.0,1
2230,equipment,18.0,4.88,9,7.5,4.0,3
2361,fault,10.0,4.64,5,6.94,4.0,1
2355,fashionable,30.0,3.65,11,9.67,4.0,4
389,honesty,0.0,3.99,7,5.0,4.0,3
4551,tunnel,40.0,4.24,6,5.89,4.0,2
4761,wreckage,100.0,3.29,8,8.47,4.0,2
1404,bold,5.0,4.26,4,9.21,4.0,1
2960,location,10.0,4.86,8,6.86,4.0,3
3915,review,30.0,5.12,6,8.84,4.0,2
5798,rule,20.0,4.94,4,4.72,4.0,1
3952,rotation,0.0,4.08,8,8.11,4.0,3
4605,unusually,10.0,3.76,9,,4.0,4
1256,atmosphere,7.5,4.46,10,9.79,4.0,3
4626,valuable,30.0,4.51,8,8.56,4.0,4
4627,value,0.0,5.15,5,6.78,4.0,2
4636,vehicle,2.2222222222222223,4.76,7,6.58,4.0,3
4755,wound,10.0,4.24,5,7.52,4.0,1
1281,audience,10.0,4.73,8,7.0,4.0,3
418,industrial,10.0,4.71,10,10.22,4.0,4
4583,understood,5.0,4.58,10,,4.0,3
4587,unemployment,17.142857142857142,4.22,12,10.95,4.0,4
4598,unpopular,10.0,3.72,9,8.2,4.0,4
4588,unexpected,80.0,4.23,10,10.17,4.0,4
3458,platform,60.0,4.67,8,7.83,4.0,2
5814,several,4.0,5.39,7,,4.0,3
2340,failure,10.0,4.72,7,8.0,4.0,2
2338,failing,20.0,4.3,7,,4.0,2
2981,loyal,10.0,4.2,5,9.11,4.0,2
3157,muscle,0.0,4.44,6,8.45,4.0,2
3998,schedule,40.0,4.67,8,7.47,4.0,2
5906,nation,20.0,4.88,6,7.74,4.0,2
1362,beloved,10.0,4.17,7,9.94,4.0,3
4066,set,10.0,5.59,3,6.0,4.0,1
4199,spiritual,30.0,4.4,9,8.7,4.0,4
4200,spoken,10.0,4.45,6,,4.0,2
4207,spot,10.0,4.89,4,5.39,4.0,1
2664,hull,70.0,4.06,4,9.59,4.0,1
3388,pastor,5.0,4.08,6,6.79,4.0,2
2683,illegal,5.0,4.68,7,9.21,4.0,3
1348,beaten,10.0,4.21,6,,4.0,2
4159,sole,20.0,4.29,4,7.06,4.0,1
4167,somehow,10.0,4.53,7,,4.0,2
4168,sometimes,0.0,5.28,9,,4.0,2
82,auditorium,0.0,3.51,10,6.94,4.0,4
1354,behavior,13.333333333333334,4.69,8,7.05,4.0,3
103,bandit,10.0,3.37,6,8.15,4.0,2
1351,begging,40.0,3.93,7,,4.0,2
4212,spring,10.0,4.92,6,5.5,4.0,1
175,chairman,10.0,4.8,8,10.84,4.0,2
178,chapel,20.0,4.03,6,6.95,4.0,2
5890,god,0.0,5.57,3,,4.0,1
2634,holder,10.0,4.21,6,6.85,4.0,2
3406,penalty,13.333333333333334,4.45,7,8.89,4.0,3
2627,historic,10.0,4.49,8,8.47,4.0,3
5535,entire,10.0,5.09,6,7.22,4.0,2
4237,starvation,100.0,3.52,10,8.53,4.0,3
4242,statement,8.181818181818182,4.97,9,8.89,4.0,2
2628,historical,5.0,4.69,10,10.0,4.0,4
3233,normally,5.0,4.57,8,,4.0,3
1370,bid,20.0,4.4,3,9.84,4.0,1
2651,hospitalize,10.0,1.77,11,7.83,4.0,4
4220,stage,30.0,5.1,5,6.32,4.0,1
2645,horizon,43.333333333333336,4.07,7,8.3,4.0,3
162,canary,10.0,3.44,6,7.32,4.0,3
2712,improvement,20.0,4.49,11,8.05,4.0,3
4078,shape,10.0,4.72,5,4.47,4.0,1
4077,shaking,10.0,4.08,7,,4.0,2
2805,interference,40.0,3.99,12,10.28,4.0,4
2792,intake,30.0,3.98,6,12.84,4.0,2
4107,shrink,53.333333333333336,3.73,6,7.06,4.0,1
2788,instrument,15.0,4.26,10,6.94,4.0,3
5916,within,0.0,5.44,6,,4.0,2
3627,provide,10.0,5.15,7,7.74,4.0,2
2789,insurance,5.0,4.94,9,11.4,4.0,3
4094,shock,2.0,4.46,5,7.53,4.0,1
4087,shell,45.0,4.39,5,5.22,4.0,1
2830,invisible,20.0,4.09,9,7.06,4.0,4
2825,investigator,20.0,3.83,12,9.32,4.0,4
2819,introduction,10.0,4.52,12,8.0,4.0,4
4090,shelter,13.333333333333334,4.25,7,9.21,4.0,2
4091,shield,80.0,4.3,6,6.5,4.0,1
2779,inspect,10.0,3.63,7,8.21,4.0,2
2857,joint,0.0,4.71,5,9.05,4.0,1
4129,site,10.0,5.22,4,8.63,4.0,1
4131,skeleton,40.0,3.8,8,6.68,4.0,3
2739,index,20.0,4.57,5,7.89,4.0,2
72,arriving,0.0,4.16,8,,4.0,3
4137,slash,60.0,3.65,5,7.47,4.0,1
3612,property,6.666666666666667,5.11,8,8.16,4.0,3
